"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1069,"SCMP","Sucampo Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Other","USA",847.54,,18.00,0.00%,0
1070,"SCON","Superconductor Technologies Inc.","Technology","Semiconductor - Integrated Circuits","USA",12.28,,1.18,2.37%,10397
1071,"SCOR","comScore, Inc.","Services","Business Services","USA",1231.45,,21.54,0.19%,220
1072,"SCSC","ScanSource, Inc.","Technology","Technical & System Software","USA",846.78,19.40,33.40,1.21%,23489
1073,"SCVL","Shoe Carnival, Inc.","Services","Apparel Stores","USA",398.01,17.02,23.65,1.37%,48006
1074,"SEAC","SeaChange International, Inc.","Technology","Application Software","USA",108.65,,3.08,0.33%,325751
1075,"SEIC","SEI Investments Co.","Financial","Asset Management","USA",11591.66,29.69,73.89,-0.07%,164131
1076,"SENEA","Seneca Foods Corporation","Consumer Goods","Processed & Packaged Goods","USA",297.49,41.45,30.08,0.08%,3180
1077,"SENEB","Seneca Foods Corporation","Consumer Goods","Processed & Packaged Goods","USA",60.77,77.34,32.25,0.00%,0
1078,"SFBC","Sound Financial Bancorp, Inc.","Financial","Money Center Banks","USA",88.68,17.67,35.05,0.00%,761
1079,"SFLY","Shutterfly, Inc.","Services","Personal Services","USA",2510.56,115.35,75.92,-0.58%,282964
1080,"SFNC","Simmons First National Corporation","Financial","Money Center Banks","USA",2680.37,23.79,29.20,-1.02%,74645
1081,"SFST","Southern First Bancshares, Inc.","Financial","Money Center Banks","USA",319.08,21.99,43.50,-0.34%,2678
1082,"SGC","Superior Uniform Group, Inc.","Consumer Goods","Textile - Apparel Clothing","USA",364.00,20.83,26.02,4.08%,17448
1083,"SGEN","Seattle Genetics, Inc.","Healthcare","Biotechnology","USA",7841.08,,53.98,-0.24%,299578
1084,"SGMA","SigmaTron International, Inc.","Technology","Printed Circuit Boards","USA",31.45,13.57,7.38,-0.77%,3303
1085,"SGMO","Sangamo Therapeutics, Inc.","Healthcare","Biotechnology","USA",1852.15,,27.15,22.30%,9074373
1086,"SGMS","Scientific Games Corporation","Services","Gaming Activities","USA",4152.63,,46.30,0.98%,139893
1087,"SGRP","SPAR Group, Inc.","Services","Business Services","USA",28.32,63.50,1.25,-1.57%,4419
1088,"SHBI","Shore Bancshares, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",220.55,19.64,17.34,-0.23%,5240
1089,"SHEN","Shenandoah Telecommunications Company","Technology","Telecom Services - Domestic","USA",1538.17,283.93,31.65,-0.47%,17227
1090,"SHLD","Sears Holdings Corporation","Services","Department Stores","USA",255.89,,2.35,-0.42%,437128
1091,"SHLM","A. Schulman, Inc.","Basic Materials","Chemicals - Major Diversified","USA",1265.79,33.98,43.00,0.35%,270446
1092,"SHLO","Shiloh Industries, Inc.","Industrial Goods","Metal Fabrication","USA",168.95,,7.42,0.13%,27740
1093,"SHOO","Steven Madden, Ltd.","Consumer Goods","Textile - Apparel Footwear & Accessories","USA",2507.07,20.60,43.40,0.23%,116644
1094,"SIEB","Siebert Financial Corp.","Financial","Investment Brokerage - Regional","USA",180.73,,7.75,-0.64%,2255
1095,"SIFI","SI Financial Group, Inc.","Financial","Savings & Loans","USA",173.64,12.87,14.35,0.00%,2172
1096,"SIGI","Selective Insurance Group, Inc.","Financial","Property & Casualty Insurance","USA",3383.74,20.41,58.35,0.43%,33699
1097,"SIGM","Sigma Designs, Inc.","Technology","Semiconductor - Specialized","USA",224.70,,5.97,2.14%,95744
1098,"SIRI","Sirius XM Holdings Inc.","Services","Broadcasting - Radio","USA",28356.83,45.07,6.22,1.47%,13949108
1099,"SIVB","SVB Financial Group","Financial","Regional - Pacific Banks","USA",13323.07,27.44,249.36,-1.27%,112817
1100,"SKYW","SkyWest, Inc.","Services","Regional Airlines","USA",2977.88,16.42,56.75,0.89%,53408
1101,"SLAB","Silicon Laboratories Inc.","Technology","Semiconductor - Integrated Circuits","USA",3993.27,84.01,92.00,0.66%,54886
1102,"SLCT","Select Bancorp, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",152.47,22.72,13.11,-1.17%,5732
1103,"SLGN","Silgan Holdings Inc.","Consumer Goods","Packaging & Containers","USA",3097.68,11.75,28.50,0.21%,219106
1104,"SLM","SLM Corporation","Financial","Credit Services","USA",4744.58,17.64,11.04,0.45%,932487
1105,"SLP","Simulations Plus, Inc.","Technology","Business Software & Services","USA",287.98,47.13,16.60,1.22%,12198
1106,"SMBC","Southern Missouri Bancorp, Inc.","Financial","Savings & Loans","USA",304.29,16.20,35.52,0.62%,3849
1107,"SMCI","Super Micro Computer, Inc.","Technology","Networking & Communication Devices","USA",902.24,13.51,18.27,0.69%,270668
1108,"SMED","Sharps Compliance Corp.","Industrial Goods","Waste Management","USA",79.11,1180.00,4.62,-2.08%,9041
1109,"SMIT","Schmitt Industries, Inc.","Technology","Scientific & Technical Instruments","USA",10.03,,2.66,5.56%,3940
1110,"SMMF","Summit Financial Group, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",303.54,20.18,24.73,-0.44%,9128
1111,"SMRT","Stein Mart, Inc.","Services","Apparel Stores","USA",25.98,,0.62,-0.16%,167093
1112,"SMSI","Smith Micro Software, Inc.","Technology","Application Software","USA",32.54,,2.29,0.36%,24472
1113,"SMTC","Semtech Corporation","Technology","Semiconductor - Integrated Circuits","USA",2270.33,49.41,33.55,0.00%,128253
1114,"SNCR","Synchronoss Technologies, Inc.","Technology","Application Software","USA",419.56,19.62,9.02,2.15%,373242
1115,"SNFCA","Security National Financial Corporation","Financial","Credit Services","USA",75.02,14.15,4.60,2.22%,101
1116,"SNGX","Soligenix, Inc.","Healthcare","Biotechnology","USA",17.48,,2.07,2.01%,4512
1117,"SNH","Senior Housing Properties Trust","Financial","REIT - Healthcare Facilities","USA",3687.46,29.68,16.06,2.29%,546357
1118,"SNHY","Sun Hydraulics Corporation","Industrial Goods","Industrial Equipment & Components","USA",1526.20,47.13,56.92,2.27%,170110
1119,"SNMX","Senomyx, Inc.","Basic Materials","Specialty Chemicals","USA",61.14,,1.29,1.57%,6557
1120,"SNOA","Sonoma Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Other","USA",19.09,,4.35,1.40%,12325
1121,"SNPS","Synopsys, Inc.","Technology","Semiconductor Equipment & Materials","USA",13134.54,102.62,85.43,-3.43%,1724001
1122,"SNSS","Sunesis Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",241.78,,6.69,-4.29%,194258
1123,"SOHO","Sotherly Hotels Inc.","Financial","REIT - Hotel/Motel","USA",82.11,,6.00,0.84%,15283
1124,"SONA","Southern National Bancorp of Virginia, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",377.07,196.42,15.95,0.25%,28290
1125,"SONC","Sonic Corp.","Services","Restaurants","USA",965.23,17.00,24.91,0.08%,370372
1126,"SP","SP Plus Corporation","Services","Management Services","USA",790.11,18.71,34.20,-4.47%,101354
1127,"SPAR","Spartan Motors, Inc.","Consumer Goods","Trucks & Other Vehicles","USA",526.68,36.98,15.10,-0.66%,56504
1128,"SPOK","Spok Holdings, Inc.","Technology","Wireless Communications","USA",276.89,31.03,14.05,1.08%,19270
1129,"SPPI","Spectrum Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",2110.48,,20.59,0.39%,277187
1130,"SPRT","Support.com, Inc.","Technology","Internet Software & Services","USA",52.16,,2.83,0.53%,4591
1131,"SPTN","SpartanNash Company","Services","Food Wholesale","USA",799.56,,17.09,-22.77%,805638
1132,"SPWR","SunPower Corporation","Technology","Semiconductor - Specialized","USA",993.60,,7.30,-0.86%,807116
1133,"SQBG","Sequential Brands Group, Inc.","Consumer Goods","Textile - Apparel Clothing","USA",117.14,,1.95,2.09%,231390
1134,"SRCE","1st Source Corporation","Financial","Regional - Midwest Banks","USA",1309.95,21.37,50.99,-0.20%,8035
1135,"SRCL","Stericycle, Inc.","Industrial Goods","Waste Management","USA",6361.36,,62.14,-17.05%,3684615
1136,"SRDX","Surmodics, Inc.","Healthcare","Diagnostic Substances","USA",364.76,13775.00,27.30,-0.91%,2000
1137,"SRNE","Sorrento Therapeutics, Inc.","Healthcare","Biotechnology","USA",742.55,,8.99,-0.61%,1021987
1138,"SRPT","Sarepta Therapeutics, Inc.","Healthcare","Biotechnology","USA",4030.91,,64.16,1.49%,675204
1139,"SSB","South State Corporation","Financial","Regional - Mid-Atlantic Banks","USA",3217.46,29.96,88.93,-0.36%,24486
1140,"SSBI","Summit State Bank","Financial","Regional - Pacific Banks","USA",80.23,24.36,13.40,0.37%,7752
1141,"SSFN","Stewardship Financial Corporation","Financial","Regional - Northeast Banks","USA",93.83,15.47,11.35,0.89%,439
1142,"SSYS","Stratasys Ltd.","Technology","Computer Peripherals","USA",1151.00,,21.30,-0.88%,129409
1143,"STAA","STAAR Surgical Company","Healthcare","Medical Instruments & Supplies","USA",631.86,,15.45,0.32%,33614
1144,"STBA","S&T Bancorp, Inc.","Financial","Regional - Northeast Banks","USA",1418.31,18.03,40.85,0.00%,24964
1145,"STFC","State Auto Financial Corporation","Financial","Property & Casualty Insurance","USA",1180.33,44.47,27.88,-0.33%,24368
1146,"STLD","Steel Dynamics, Inc.","Basic Materials","Steel & Iron","USA",11508.64,11.67,48.38,0.50%,772844
1147,"STMP","Stamps.com Inc.","Technology","Application Software","USA",3249.57,24.21,205.15,10.92%,1036392
1148,"STRA","Strayer Education, Inc.","Services","Education & Training Services","USA",1019.69,26.14,91.92,0.60%,13807
1149,"STRL","Sterling Construction Company, Inc.","Industrial Goods","Heavy Construction","USA",331.53,3110.00,12.65,1.69%,64267
1150,"STRM","Streamline Health Solutions, Inc.","Technology","Healthcare Information Services","USA",34.79,,1.73,-1.16%,27565
1151,"STRS","Stratus Properties Inc.","Financial","Real Estate Development","USA",246.73,23.39,30.30,0.33%,2426
1152,"STRT","STRATTEC Security Corporation","Consumer Goods","Auto Parts","USA",141.06,13.52,38.84,-0.03%,2335
1153,"SUMR","Summer Infant, Inc.","Consumer Goods","Personal Products","USA",21.23,,1.09,-5.57%,11209
1154,"SVBI","Severn Bancorp, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",94.84,28.88,7.27,-2.36%,3372
1155,"SWKS","Skyworks Solutions, Inc.","Technology","Semiconductor - Integrated Circuits","USA",19390.58,24.01,106.84,0.79%,956041
1156,"SYBT","Stock Yards Bancorp, Inc.","Financial","Regional - Southeast Banks","USA",829.49,22.33,36.80,-0.14%,6844
1157,"SYKE","Sykes Enterprises, Incorporated","Technology","Information Technology Services","USA",1283.74,18.78,30.35,1.00%,34542
1158,"SYMC","Symantec Corporation","Technology","Security Software & Services","USA",16849.42,104.77,27.33,1.11%,1507248
1159,"SYNA","Synaptics Incorporated","Technology","Application Software","USA",1610.73,,47.70,1.58%,290900
1160,"SYNL","Synalloy Corporation","Basic Materials","Steel & Iron","USA",120.11,,13.65,1.49%,2682
1161,"SYNT","Syntel, Inc.","Technology","Information Technology Services","USA",2135.01,12.84,26.80,-0.48%,83607
1162,"SYPR","Sypris Solutions, Inc.","Consumer Goods","Auto Parts","USA",32.19,,1.44,2.13%,93
1163,"TA","TravelCenters of America LLC","Services","Specialty Retail, Other","USA",159.20,6.80,3.95,-1.25%,167157
1164,"TACT","TransAct Technologies Incorporated","Technology","Computer Peripherals","USA",109.74,22.40,14.68,-1.18%,12064
1165,"TAST","Carrols Restaurant Group, Inc.","Services","Restaurants","USA",462.85,23.57,12.82,0.20%,83828
1166,"TAYD","Taylor Devices, Inc.","Industrial Goods","Diversified Machinery","USA",38.54,26.09,11.17,0.31%,277
1167,"TBBK","The Bancorp, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",606.04,35.39,11.13,2.11%,164231
1168,"TCBI","Texas Capital Bancshares, Inc.","Financial","Regional - Southwest  Banks","USA",4665.03,23.06,93.60,-0.43%,151516
1169,"TCBK","TriCo Bancshares","Financial","Regional - Pacific Banks","USA",863.81,21.78,38.08,0.16%,18237
1170,"TCCO","Technical Communications Corporation","Technology","Communication Equipment","USA",14.51,,7.72,-1.08%,12778
1171,"TCFC","The Community Financial Corporation","Financial","Regional - Mid-Atlantic Banks","USA",170.06,23.72,36.74,-0.39%,1437
1172,"TECD","Tech Data Corporation","Services","Computers Wholesale","USA",3838.55,19.20,101.53,0.85%,90490
1173,"TECH","Bio-Techne Corporation","Healthcare","Biotechnology","USA",5238.71,44.53,140.16,0.44%,54707
1174,"TESS","TESSCO Technologies Incorporated","Technology","Communication Equipment","USA",186.30,61.87,23.75,2.37%,3398
1175,"TFSL","TFS Financial Corp","Financial","Regional - Midwest Banks","USA",4213.21,45.27,15.16,0.86%,72609
1176,"THFF","First Financial Corporation","Financial","Regional - Midwest Banks","USA",534.75,18.72,44.35,-0.56%,10213
1177,"THRM","Gentherm Incorporated","Consumer Goods","Auto Parts","USA",1197.07,18.21,32.10,-2.58%,79612
1178,"TILE","Interface, Inc.","Industrial Goods","Textile Industrial","USA",1433.90,27.56,25.45,7.61%,344222
1179,"TITN","Titan Machinery Inc.","Services","Industrial Equipment Wholesale","USA",437.72,,20.61,3.26%,72727
1180,"TIVO","TiVo Corporation","Services","CATV Systems","USA",1588.70,,13.52,0.93%,232381
1181,"TLF","Tandy Leather Factory, Inc.","Consumer Goods","Textile - Apparel Footwear & Accessories","USA",65.96,13.58,7.20,1.41%,11877
1182,"TMUS","T-Mobile US, Inc.","Technology","Wireless Communications","USA",51091.69,11.55,59.21,-0.35%,1507627
1183,"TORM","TOR Minerals International, Inc.","Basic Materials","Specialty Chemicals","USA",12.75,,3.60,0.00%,0
1184,"TOWN","TowneBank","Financial","Regional - Mid-Atlantic Banks","USA",2096.41,18.64,29.30,0.00%,27359
1185,"TPIV","TapImmune, Inc.","Healthcare","Biotechnology","USA",34.29,,3.00,-2.25%,11964
1186,"TRCB","Two River Bancorp","Financial","Regional - Northeast Banks","USA",146.62,23.38,17.18,-2.28%,2176
1187,"TRMB","Trimble Inc.","Technology","Scientific & Technical Instruments","USA",9609.81,81.79,38.53,0.65%,358245
1188,"TRMK","Trustmark Corporation","Financial","Regional - Southeast Banks","USA",2172.30,20.89,32.43,-0.22%,67643
1189,"TRNS","Transcat, Inc.","Technology","Scientific & Technical Instruments","USA",110.80,22.62,15.50,-0.96%,11671
1190,"TROV","TrovaGene, Inc.","Healthcare","Medical Laboratories & Research","USA",16.68,,0.32,2.44%,555277
1191,"TROW","T. Rowe Price Group, Inc.","Financial","Asset Management","USA",26417.69,17.56,111.48,1.39%,436828
1192,"TRS","TriMas Corporation","Industrial Goods","Industrial Equipment & Components","USA",1097.13,,24.50,1.45%,32214
1193,"TRST","TrustCo Bank Corp NY","Financial","Regional - Northeast Banks","USA",836.15,19.71,8.70,-1.69%,221508
1194,"TSBK","Timberland Bancorp, Inc.","Financial","Savings & Loans","USA",209.09,14.73,28.51,-1.40%,2702
1195,"TSCO","Tractor Supply Company","Services","Specialty Retail, Other","USA",8550.05,20.05,65.73,-0.86%,665745
1196,"TSRI","TSR, Inc.","Technology","Business Software & Services","USA",12.90,35.41,6.55,0.00%,2013
1197,"TST","TheStreet, Inc.","Technology","Internet Information Providers","USA",69.10,,1.41,-1.40%,14461
1198,"TTEC","TTEC Holdings, Inc.","Services","Business Services","USA",1668.78,35.76,37.00,-0.40%,21666
1199,"TTEK","Tetra Tech, Inc.","Services","Technical Services","USA",2737.92,20.71,50.05,0.91%,80800
1200,"TTGT","TechTarget, Inc.","Technology","Internet Information Providers","USA",478.30,71.79,17.20,-0.17%,136706
1201,"TTMI","TTM Technologies, Inc.","Technology","Printed Circuit Boards","USA",1579.27,15.27,15.70,0.71%,175307
1202,"TTNP","Titan Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",20.15,,1.00,5.26%,31576
1203,"TTWO","Take-Two Interactive Software, Inc.","Technology","Multimedia & Graphics Software","USA",12509.24,67.21,109.20,0.61%,467410
1204,"TUES","Tuesday Morning Corporation","Services","Discount, Variety Stores","USA",142.10,,3.10,1.64%,28193
1205,"TWIN","Twin Disc, Incorporated","Industrial Goods","Diversified Machinery","USA",299.65,,25.50,-1.20%,9141
1206,"TWMC","Trans World Entertainment Corporation","Services","Music & Video Stores","USA",60.00,,1.80,5.26%,85
1207,"TXMD","TherapeuticsMD, Inc.","Healthcare","Drug Manufacturers - Major","USA",1094.05,,5.12,0.20%,1267568
1208,"TXN","Texas Instruments Incorporated","Technology","Semiconductor - Broad Line","USA",102260.59,28.78,104.30,0.62%,1755174
1209,"TXRH","Texas Roadhouse, Inc.","Services","Restaurants","USA",4111.25,32.75,56.05,-1.08%,486488
1210,"TYPE","Monotype Imaging Holdings Inc.","Technology","Application Software","USA",1019.02,12725.00,24.10,-5.30%,930077
1211,"TZOO","Travelzoo","Technology","Internet Information Providers","USA",93.07,59.13,7.35,1.88%,5143
1212,"UBCP","United Bancorp, Inc.","Financial","Regional - Midwest Banks","USA",65.30,16.50,12.00,-0.21%,1496
1213,"UBFO","United Security Bancshares","Financial","Regional - Pacific Banks","USA",176.47,20.33,10.41,0.57%,3303
1214,"UBNK","United Financial Bancorp, Inc.","Financial","Savings & Loans","USA",818.62,15.06,16.07,-0.43%,15526
1215,"UBOH","United Bancshares, Inc.","Financial","Money Center Banks","USA",69.18,17.77,20.80,-0.47%,1437
1216,"UBSH","Union Bankshares Corporation","Financial","Regional - Mid-Atlantic Banks","USA",2498.11,22.92,37.60,-1.70%,229391
1217,"UBSI","United Bankshares, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",3909.65,24.23,37.30,-1.32%,283407
1218,"UCBA","United Community Bancorp","Financial","Savings & Loans","USA",84.32,23.81,20.08,0.00%,0
1219,"UCBI","United Community Banks, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",2484.23,35.12,31.53,-0.25%,181448
1220,"UCFC","United Community Financial Corp.","Financial","Savings & Loans","USA",474.31,29.10,9.73,0.67%,19534
1221,"UCTT","Ultra Clean Holdings, Inc.","Technology","Semiconductor - Specialized","USA",667.26,10.60,18.62,-6.71%,2668807
1222,"UEIC","Universal Electronics Inc.","Consumer Goods","Electronic Equipment","USA",627.91,66.74,44.05,-0.45%,16786
1223,"UFCS","United Fire Group, Inc.","Financial","Property & Casualty Insurance","USA",1088.90,25.51,44.78,-0.36%,28298
1224,"UFPI","Universal Forest Products, Inc.","Industrial Goods","Lumber, Wood Production","USA",2186.96,20.43,36.24,-0.11%,112561
1225,"UFPT","UFP Technologies, Inc.","Consumer Goods","Packaging & Containers","USA",207.44,26.78,29.08,-0.77%,1649
1226,"UG","United-Guardian, Inc.","Consumer Goods","Personal Products","USA",81.54,22.66,17.74,0.53%,321
1227,"UHAL","AMERCO","Services","Rental & Leasing Services","USA",6882.34,15.28,353.42,0.65%,20773
1228,"UIHC","United Insurance Holdings Corp.","Financial","Property & Casualty Insurance","USA",796.06,,19.47,4.12%,83690
1229,"ULBI","Ultralife Corporation","Industrial Goods","Industrial Electrical Equipment","USA",123.47,16.22,7.94,1.85%,17728
1230,"ULH","Universal Logistics Holdings, Inc.","Services","Trucking","USA",637.26,97.15,22.10,-0.23%,8215
1231,"ULTA","Ulta Beauty, Inc.","Services","Specialty Retail, Other","USA",12322.89,25.74,202.45,0.63%,333171
1232,"ULTI","The Ultimate Software Group, Inc.","Technology","Internet Software & Services","USA",7360.10,324.95,243.96,-0.43%,49466
1233,"UMBF","UMB Financial Corporation","Financial","Regional - Southwest  Banks","USA",3775.05,20.83,76.02,-0.60%,82612
1234,"UMPQ","Umpqua Holdings Corporation","Financial","Regional - Pacific Banks","USA",4901.99,19.91,21.97,-1.30%,859300
1235,"UNAM","Unico American Corporation","Financial","Property & Casualty Insurance","USA",43.81,,8.25,0.00%,0
1236,"UNB","Union Bankshares, Inc.","Financial","Regional - Northeast Banks","USA",226.23,25.79,51.50,0.39%,443
1237,"UNFI","United Natural Foods, Inc.","Services","Food Wholesale","USA",2198.98,16.56,42.81,0.06%,328464
1238,"UNTY","Unity Bancorp Inc.","Financial","Money Center Banks","USA",214.20,15.00,20.45,0.25%,3550
1239,"URBN","Urban Outfitters, Inc.","Services","Apparel Stores","USA",3922.19,23.68,35.62,0.23%,559045
1240,"USAK","USA Truck, Inc.","Services","Trucking","USA",203.93,27.41,25.51,0.20%,36788
1241,"USAP","Universal Stainless & Alloy Products, Inc.","Basic Materials","Steel & Iron","USA",187.49,25.38,26.50,2.16%,5654
1242,"USAT","USA Technologies, Inc.","Technology","Technical & System Software","USA",448.42,,7.97,-1.54%,146524
1243,"USLM","United States Lime & Minerals, Inc.","Industrial Goods","General Building Materials","USA",416.36,21.46,74.86,-1.29%,7723
1244,"UTHR","United Therapeutics Corporation","Healthcare","Drug Manufacturers - Other","USA",5325.39,10.77,116.53,-4.62%,556738
1245,"UTMD","Utah Medical Products, Inc.","Healthcare","Medical Instruments & Supplies","USA",330.30,25.80,91.15,1.28%,11290
1246,"UVSP","Univest Corporation of Pennsylvania","Financial","Regional - Northeast Banks","USA",797.16,18.37,28.15,0.54%,40141
1247,"VALU","Value Line, Inc.","Services","Publishing - Periodicals","USA",184.01,27.05,18.68,-1.63%,131
1248,"VBFC","Village Bank and Trust Financia","Financial","Regional - Mid-Atlantic Banks","USA",45.26,53.68,32.80,0.00%,0
1249,"VBIV","VBI Vaccines Inc.","Healthcare","Biotechnology","USA",237.02,,3.80,-0.39%,67772
1250,"VCEL","Vericel Corporation","Healthcare","Biotechnology","USA",250.96,,7.05,1.44%,145161
1251,"VDSI","VASCO Data Security International, Inc.","Technology","Security Software & Services","USA",556.42,64.79,12.15,-11.96%,286618
1252,"VECO","Veeco Instruments Inc.","Technology","Semiconductor Equipment & Materials","USA",886.31,,18.70,1.91%,132855
1253,"VERU","Veru Inc.","Healthcare","Drug Manufacturers - Other","USA",69.02,,1.32,0.76%,11787
1254,"VIAB","Viacom, Inc.","Services","Entertainment - Diversified","USA",13723.96,6.96,33.17,0.44%,940427
1255,"VIAV","Viavi Solutions Inc.","Technology","Communication Equipment","USA",2230.79,77.86,9.77,-0.41%,412010
1256,"VICL","Vical Incorporated","Healthcare","Biotechnology","USA",18.63,,1.48,-0.34%,45132
1257,"VICR","Vicor Corporation","Technology","Diversified Electronics","USA",710.06,,18.65,1.36%,23455
1258,"VIRC","Virco Mfg. Corporation","Consumer Goods","Business Equipment","USA",67.58,275.00,4.47,1.58%,4739
1259,"VIVO","Meridian Bioscience, Inc.","Healthcare","Diagnostic Substances","USA",626.29,26.06,14.30,-3.05%,57094
1260,"VLGEA","Village Super Market, Inc.","Services","Grocery Stores","USA",247.27,16.35,23.94,-0.37%,5646
1261,"VNDA","Vanda Pharmaceuticals Inc.","Healthcare","Biotechnology","USA",772.56,,17.63,1.29%,151592
1262,"VOXX","VOXX International Corporation","Consumer Goods","Auto Parts","USA",130.69,,5.35,-1.83%,18927
1263,"VRML","Vermillion, Inc.","Healthcare","Diagnostic Substances","USA",81.12,,1.39,0.72%,6805
1264,"VRNT","Verint Systems Inc.","Technology","Business Software & Services","USA",2449.83,,39.33,1.35%,106102
1265,"VRSN","VeriSign, Inc.","Technology","Internet Information Providers","USA",11525.34,31.42,116.38,0.59%,413995
1266,"VRTU","Virtusa Corporation","Technology","Information Technology Services","USA",1458.69,268.10,49.55,0.45%,293494
1267,"VRTX","Vertex Pharmaceuticals Incorporated","Healthcare","Biotechnology","USA",39985.64,152.11,159.19,0.82%,822649
1268,"VSAT","Viasat, Inc.","Technology","Communication Equipment","USA",4006.13,,70.80,-0.18%,108906
1269,"VSEC","VSE Corporation","Services","Technical Services","USA",527.21,18.50,49.79,1.24%,7122
1270,"VTNR","Vertex Energy, Inc.","Industrial Goods","Waste Management","USA",30.99,,0.93,-1.06%,12620
1271,"VVUS","VIVUS, Inc.","Healthcare","Biotechnology","USA",48.81,1.36,0.46,1.43%,393887
1272,"VXRT","Vaxart, Inc.","Healthcare","Biotechnology","USA",25.75,,5.91,-4.45%,21835
1273,"WABC","Westamerica Bancorporation","Financial","Regional - Pacific Banks","USA",1556.83,31.44,59.46,-0.20%,10188
1274,"WAFD","Washington Federal, Inc.","Financial","Savings & Loans","USA",3069.41,17.65,35.90,-0.14%,123591
1275,"WASH","Washington Trust Bancorp, Inc.","Financial","Regional - Northeast Banks","USA",928.99,19.03,54.60,0.09%,19990
1276,"WAYN","Wayne Savings Bancshares, Inc.","Financial","Savings & Loans","USA",52.02,23.40,18.70,0.00%,0
1277,"WBA","Walgreens Boots Alliance, Inc.","Services","Drug Stores","USA",67871.14,19.23,69.90,0.39%,1629239
1278,"WDC","Western Digital Corporation","Technology","Data Storage Devices","USA",25380.59,13.14,86.28,0.71%,1057603
1279,"WDFC","WD-40 Company","Basic Materials","Specialty Chemicals","USA",1768.99,33.39,127.13,0.18%,10320
1280,"WEB","Web.com Group, Inc.","Technology","Internet Information Providers","USA",838.71,28.91,17.50,-0.28%,108872
1281,"WEN","The Wendy's Company","Services","Restaurants","USA",3763.04,65.14,16.48,1.60%,5159663
1282,"WERN","Werner Enterprises, Inc.","Services","Trucking","USA",2773.93,13.78,38.65,0.39%,229603
1283,"WETF","WisdomTree Investments, Inc.","Financial","Asset Management","USA",1304.17,51.26,10.04,-1.08%,636878
1284,"WEYS","Weyco Group, Inc.","Consumer Goods","Textile - Apparel Footwear & Accessories","USA",308.95,19.19,31.23,1.89%,11834
1285,"WHLM","Wilhelmina International, Inc.","Services","Management Services","USA",32.33,,6.29,4.69%,2
1286,"WIN","Windstream Holdings, Inc.","Technology","Telecom Services - Domestic","USA",274.38,,1.39,-6.71%,3848134
1287,"WINA","Winmark Corporation","Services","Specialty Retail, Other","USA",499.68,25.01,132.00,0.65%,2139
1288,"WIRE","Encore Wire Corporation","Technology","Diversified Electronics","USA",1075.64,21.96,53.20,1.04%,56133
1289,"WLB","Westmoreland Coal Company","Basic Materials","Nonmetallic Mineral Mining","USA",10.96,,0.56,-3.69%,237848
1290,"WLDN","Willdan Group, Inc.","Services","Technical Services","USA",185.12,18.23,21.28,1.07%,26020
1291,"WLFC","Willis Lease Finance Corporation","Services","Rental & Leasing Services","USA",173.20,7.96,26.95,0.67%,1400
1292,"WMGI","Wright Medical Group N.V.","Healthcare","Medical Appliances & Equipment","USA",2146.55,,20.30,1.10%,173312
1293,"WRLD","World Acceptance Corporation","Financial","Credit Services","USA",1010.33,14.77,112.22,0.19%,14495
1294,"WSBC","WesBanco, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",1844.79,19.76,42.18,-0.45%,21097
1295,"WSBF","Waterstone Financial, Inc.","Financial","Savings & Loans","USA",507.21,18.71,17.75,2.01%,28506
1296,"WSCI","WSI Industries, Inc.","Industrial Goods","Diversified Machinery","USA",14.53,,5.40,7.04%,13148
1297,"WSFS","WSFS Financial Corporation","Financial","Regional - Mid-Atlantic Banks","USA",1538.16,26.75,48.70,-1.22%,18963
1298,"WSTG","Wayside Technology Group, Inc.","Services","Computers Wholesale","USA",58.56,9.58,12.85,-1.05%,1332
1299,"WSTL","Westell Technologies, Inc.","Technology","Communication Equipment","USA",49.74,131.25,3.20,1.59%,11715
1300,"WTBA","West Bancorporation, Inc.","Financial","Regional - Southwest  Banks","USA",396.55,17.50,24.75,-0.20%,6086
1301,"WTFC","Wintrust Financial Corporation","Financial","Regional - Midwest Banks","USA",4836.40,19.70,86.09,-0.68%,77531
1302,"WVFC","WVS Financial Corp.","Financial","Savings & Loans","USA",32.27,16.86,15.90,0.00%,0
1303,"WVVI","Willamette Valley Vineyards, Inc.","Consumer Goods","Beverages - Wineries & Distillers","USA",39.32,20.05,7.97,-0.82%,1657
1304,"WWD","Woodward, Inc.","Industrial Goods","Aerospace/Defense Products & Services","USA",4453.63,27.19,73.93,0.23%,157729
