"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
981,"SPH","Suburban Propane Partners, L.P.","Utilities","Gas Utilities","USA",1496.13,36.24,24.18,0.33%,65297
982,"SPN","Superior Energy Services, Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",1430.02,,9.57,2.79%,2188184
983,"SPR","Spirit AeroSystems Holdings, Inc.","Industrial Goods","Aerospace/Defense Products & Services","USA",10674.56,28.13,92.16,0.14%,228882
984,"SPXC","SPX Corporation","Industrial Goods","Diversified Machinery","USA",1417.03,42.69,33.08,0.64%,89516
985,"SR","Spire Inc.","Utilities","Gas Utilities","USA",3136.80,13.29,67.20,2.60%,106294
986,"SRE","Sempra Energy","Utilities","Diversified Utilities","USA",26535.89,23.38,107.39,1.86%,488976
987,"SRI","Stoneridge, Inc.","Consumer Goods","Auto Parts","USA",647.36,8.82,22.90,-0.95%,48805
988,"SRT","StarTek, Inc.","Services","Business Services","USA",175.59,83.36,10.93,0.09%,17107
989,"SSD","Simpson Manufacturing Co., Inc.","Industrial Goods","Small Tools & Accessories","USA",2711.07,29.64,58.17,1.25%,41241
990,"SSI","Stage Stores, Inc.","Services","Apparel Stores","USA",50.30,,1.87,0.81%,31270
991,"SSP","The E. W. Scripps Company","Services","Broadcasting - TV","USA",1246.80,68.17,14.76,-1.14%,67232
992,"SSY","SunLink Health Systems, Inc.","Healthcare","Hospitals","USA",13.68,,1.55,4.03%,61
993,"STAR","iStar Inc.","Financial","REIT - Diversified","USA",826.24,,10.41,0.58%,107365
994,"STC","Stewart Information Services Corporation","Financial","Property & Casualty Insurance","USA",972.28,23.00,41.32,0.81%,25671
995,"STE","Steris Plc","Healthcare","Medical Appliances & Equipment","USA",7627.76,31.71,91.25,1.25%,159903
996,"STI","SunTrust Banks, Inc.","Financial","Money Center Banks","USA",33763.70,15.95,71.21,-0.34%,989287
997,"STL","Sterling Bancorp","Financial","Money Center Banks","USA",5394.26,48.31,24.20,-0.62%,589186
998,"STON","StoneMor Partners L.P.","Services","Personal Services","USA",223.25,,6.12,-0.25%,42816
999,"STT","State Street Corporation","Financial","Asset Management","USA",38334.21,19.84,104.30,0.33%,357379
1000,"STZ","Constellation Brands, Inc.","Consumer Goods","Beverages - Wineries & Distillers","USA",41107.54,25.98,214.30,0.24%,654468
1001,"SUI","Sun Communities, Inc.","Financial","REIT - Residential","USA",6679.99,115.18,88.63,4.41%,248093
1002,"SUP","Superior Industries International, Inc.","Consumer Goods","Auto Parts","USA",372.49,,15.02,-0.17%,34825
1003,"SVT","Servotronics, Inc.","Industrial Goods","Industrial Electrical Equipment","USA",24.50,24.26,9.80,0.00%,0
1004,"SVU","SUPERVALU Inc.","Services","Grocery Stores","USA",536.29,62.32,14.00,-1.48%,482406
1005,"SWK","Stanley Black & Decker, Inc.","Industrial Goods","Machine Tools & Accessories","USA",24644.26,19.55,160.80,0.29%,256059
1006,"SWM","Schweitzer-Mauduit International, Inc.","Consumer Goods","Paper & Paper Products","USA",1264.12,16.11,39.35,-5.09%,155168
1007,"SWN","Southwestern Energy Company","Basic Materials","Independent Oil & Gas","USA",1858.61,5.65,3.81,8.83%,19584184
1008,"SWX","Southwest Gas Holdings, Inc.","Utilities","Gas Utilities","USA",3161.61,19.69,68.00,1.69%,51632
1009,"SXI","Standex International Corporation","Industrial Goods","Industrial Equipment & Components","USA",1247.25,37.18,99.45,1.58%,2096
1010,"SXT","Sensient Technologies Corporation","Basic Materials","Specialty Chemicals","USA",3141.44,29.41,72.47,0.24%,210237
1011,"SYK","Stryker Corporation","Healthcare","Medical Appliances & Equipment","USA",58592.43,58.98,159.79,1.21%,269728
1012,"SYN","Synthetic Biologics, Inc.","Healthcare","Biotechnology","USA",55.74,,0.40,-7.89%,1102256
1013,"SYX","Systemax Inc.","Technology","Technical & System Software","USA",1123.18,25.51,30.58,1.09%,15500
1014,"SYY","Sysco Corporation","Services","Food Wholesale","USA",30521.18,26.22,58.92,0.63%,549603
1015,"T","AT&T Inc.","Technology","Telecom Services - Domestic","USA",223742.23,22.46,36.85,1.49%,9230212
1016,"TAP","Molson Coors Brewing Company","Consumer Goods","Beverages - Brewers","USA",18240.86,17.42,79.20,0.57%,568707
1017,"TAT","TransAtlantic Petroleum, Ltd.","Basic Materials","Oil & Gas Drilling & Exploration","USA",77.09,,1.50,-0.66%,93956
1018,"TBI","TrueBlue, Inc.","Services","Staffing & Outsourcing Services","USA",1195.39,21.29,28.60,0.18%,171614
1019,"TCAP","Triangle Capital Corporation","Financial","Credit Services","USA",512.43,,11.05,1.01%,69138
1020,"TCI","Transcontinental Realty Investors, Inc.","Financial","REIT - Diversified","USA",250.32,,28.51,-4.33%,942
1021,"TCP","TC PipeLines, LP","Basic Materials","Oil & Gas Pipelines","USA",3540.96,16.56,49.92,-0.06%,28342
1022,"TDC","Teradata Corporation","Technology","Data Storage Devices","USA",4448.85,75.02,36.82,0.99%,304980
1023,"TDG","TransDigm Group Incorporated","Industrial Goods","Aerospace/Defense Products & Services","USA",15215.59,29.27,295.78,1.05%,73536
1024,"TDS","Telephone and Data Systems, Inc.","Technology","Wireless Communications","USA",2772.36,,25.36,0.48%,137368
1025,"TDW","Tidewater Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",544.53,,25.75,3.04%,155645
1026,"TDY","Teledyne Technologies Incorporated","Technology","Scientific & Technical Instruments","USA",6743.53,30.73,190.04,-0.94%,64450
1027,"TEN","Tenneco Inc.","Consumer Goods","Auto Parts","USA",2956.12,14.28,56.90,1.25%,262423
1028,"TER","Teradyne, Inc.","Technology","Semiconductor Equipment & Materials","USA",8670.80,34.82,44.49,1.00%,822363
1029,"TEUM","Pareteum Corporation","Technology","Telecom Services - Domestic","USA",57.81,,1.89,-2.40%,564332
1030,"TEX","Terex Corporation","Industrial Goods","Farm & Construction Machinery","USA",3856.29,66.43,43.72,0.48%,853340
1031,"TFX","Teleflex Incorporated","Healthcare","Medical Instruments & Supplies","USA",12159.45,48.77,251.70,-6.78%,360109
1032,"TG","Tredegar Corporation","Consumer Goods","Rubber & Plastics","USA",553.25,9.56,16.00,-4.48%,17715
1033,"TGI","Triumph Group, Inc.","Industrial Goods","Aerospace/Defense Products & Services","USA",1329.21,,27.15,0.56%,183193
1034,"TGNA","TEGNA Inc.","Services","Broadcasting - TV","USA",3047.86,9.00,13.85,-1.04%,1308198
1035,"TGT","Target Corporation","Services","Discount, Variety Stores","USA",39836.89,15.31,75.43,3.39%,3231040
1036,"THC","Tenet Healthcare Corporation","Healthcare","Hospitals","USA",1955.25,,19.30,-0.41%,457941
1037,"THG","The Hanover Insurance Group, Inc.","Financial","Property & Casualty Insurance","USA",4606.13,23.06,109.38,0.21%,31152
1038,"THO","Thor Industries, Inc.","Consumer Goods","Recreational Vehicles","USA",6826.20,15.44,124.04,0.04%,204101
1039,"THS","Treehouse Foods, Inc.","Consumer Goods","Processed & Packaged Goods","USA",2289.14,,40.07,0.30%,534286
1040,"TIF","Tiffany & Co.","Services","Jewelry Stores","USA",12641.83,27.21,102.70,1.18%,277705
1041,"TIS","Orchids Paper Products Company","Consumer Goods","Cleaning Products","USA",114.81,276.25,10.92,-1.18%,26493
1042,"TISI","Team, Inc.","Services","Business Services","USA",506.02,,17.73,2.46%,92169
1043,"TJX","The TJX Companies, Inc.","Services","Department Stores","USA",48316.90,20.49,76.43,0.78%,1299025
1044,"TKR","The Timken Company","Industrial Goods","Machine Tools & Accessories","USA",3609.85,17.91,46.33,0.38%,257986
1045,"TLP","Transmontaigne Partners L.P.","Basic Materials","Oil & Gas Pipelines","USA",618.08,15.46,37.95,0.45%,4875
1046,"TLRD","Tailored Brands, Inc.","Services","Apparel Stores","USA",1125.59,16.85,23.30,1.97%,371242
1047,"TMK","Torchmark Corporation","Financial","Life Insurance","USA",9887.15,6.99,86.46,0.34%,176370
1048,"TMO","Thermo Fisher Scientific Inc.","Healthcare","Medical Laboratories & Research","USA",84167.75,34.37,211.24,0.69%,283390
1049,"TMP","Tompkins Financial Corporation","Financial","Regional - Northeast Banks","USA",1244.93,19.26,80.60,0.28%,15290
1050,"TNC","Tennant Company","Industrial Goods","Diversified Machinery","USA",1105.99,92.25,64.20,2.80%,126376
1051,"TNH","Terra Nitrogen Company, L.P.","Basic Materials","Agricultural Chemicals","USA",1548.46,14.08,83.60,-0.01%,19875
1052,"TOL","Toll Brothers, Inc.","Industrial Goods","Residential Construction","USA",7102.83,14.67,46.60,-0.17%,1046081
1053,"TPC","Tutor Perini Corporation","Industrial Goods","Heavy Construction","USA",1132.30,11.54,22.66,1.86%,78535
1054,"TPL","Texas Pacific Land Trust","Financial","Real Estate Development","USA",3973.35,57.85,514.00,1.58%,7942
1055,"TPX","Tempur Sealy International, Inc.","Consumer Goods","Home Furnishings & Fixtures","USA",3086.02,18.33,49.53,-9.90%,3590671
1056,"TR","Tootsie Roll Industries, Inc.","Consumer Goods","Confectioners","USA",2157.52,32.21,34.10,0.44%,23536
1057,"TRC","Tejon Ranch Co.","Financial","Property Management","USA",558.49,,22.06,0.68%,22268
1058,"TREC","Trecora Resources","Basic Materials","Chemicals - Major Diversified","USA",281.87,90.55,11.95,3.91%,59690
1059,"TREX","Trex Company, Inc.","Industrial Goods","General Building Materials","USA",3309.58,36.31,106.49,-4.76%,417191
1060,"TRI","Thomson Reuters Corporation","Services","Publishing - Periodicals","USA",28196.48,26.19,39.57,-0.35%,350862
1061,"TRK","Speedway Motorsports, Inc.","Services","Sporting Activities","USA",809.62,23.79,20.00,-0.97%,8920
1062,"TRN","Trinity Industries, Inc.","Services","Railroads","USA",5227.78,23.44,34.90,-0.92%,1389286
1063,"TRT","Trio-Tech International","Technology","Semiconductor Equipment & Materials","USA",20.66,13.64,5.85,-1.19%,8602
1064,"TRTN","Triton International Limited","Services","Rental & Leasing Services","USA",2339.64,13.73,28.58,0.07%,268268
1065,"TRV","The Travelers Companies, Inc.","Financial","Property & Casualty Insurance","USA",37842.20,18.94,139.42,0.64%,597450
1066,"TRXC","TransEnterix, Inc.","Healthcare","Medical Instruments & Supplies","USA",326.70,,1.65,0.61%,1569561
1067,"TSN","Tyson Foods, Inc.","Consumer Goods","Meat Products","USA",27652.20,15.26,75.18,-0.29%,1202248
1068,"TSS","Total System Services, Inc.","Financial","Credit Services","USA",15761.71,40.17,87.57,1.17%,298410
1069,"TTC","The Toro Company","Industrial Goods","Small Tools & Accessories","USA",6592.34,25.84,62.44,0.26%,388509
1070,"TTI","TETRA Technologies, Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",436.49,,3.91,2.62%,431606
1071,"TUP","Tupperware Brands Corporation","Consumer Goods","Packaging & Containers","USA",2616.92,,50.78,0.53%,360737
1072,"TWI","Titan International, Inc.","Industrial Goods","Farm & Construction Machinery","USA",711.14,,11.95,0.00%,73170
1073,"TWX","Time Warner Inc.","Services","Entertainment - Diversified","USA",73754.40,17.79,95.01,0.22%,830839
1074,"TXT","Textron Inc.","Industrial Goods","Aerospace/Defense - Major Diversified","USA",15671.20,27.84,60.00,0.81%,568941
1075,"TYL","Tyler Technologies, Inc.","Technology","Technical & System Software","USA",7709.16,52.79,203.13,-0.98%,145096
1076,"UAA","Under Armour, Inc.","Consumer Goods","Textile - Apparel Clothing","USA",7560.98,,16.89,-0.82%,1825936
1077,"UAL","United Continental Holdings, Inc.","Services","Major Airlines","USA",19914.41,10.45,67.08,0.12%,970464
1078,"UAMY","United States Antimony Corporation","Basic Materials","Industrial Metals & Minerals","USA",20.59,,0.27,-3.14%,12873
1079,"UBA","Urstadt Biddle Properties Inc.","Financial","REIT - Retail","USA",647.02,20.03,17.93,1.70%,21468
1080,"UBP","Urstadt Biddle Properties Inc.","Financial","REIT - Retail","USA",132.27,17.59,15.52,0.26%,100
1081,"UDR","UDR, Inc.","Financial","REIT - Residential","USA",8840.84,117.80,33.76,1.63%,561905
1082,"UEC","Uranium Energy Corp.","Basic Materials","Industrial Metals & Minerals","USA",223.02,,1.41,2.17%,264343
1083,"UFI","Unifi, Inc.","Industrial Goods","Textile Industrial","USA",638.85,16.34,34.75,-0.46%,15785
1084,"UGI","UGI Corporation","Utilities","Diversified Utilities","USA",7409.86,13.24,43.43,1.59%,157537
1085,"UHS","Universal Health Services, Inc.","Healthcare","Hospitals","USA",11018.15,15.87,117.79,2.01%,290519
1086,"UHT","Universal Health Realty Income Trust","Financial","REIT - Healthcare Facilities","USA",760.08,17.50,58.27,2.81%,22115
1087,"UIS","Unisys Corporation","Technology","Information Technology Services","USA",580.39,,11.57,0.22%,318875
1088,"UMH","UMH Properties, Inc.","Financial","REIT - Diversified","USA",419.13,,12.18,1.25%,66370
1089,"UNF","UniFirst Corporation","Consumer Goods","Textile - Apparel Clothing","USA",3139.46,41.65,157.86,1.42%,13553
1090,"UNH","UnitedHealth Group Incorporated","Healthcare","Health Care Plans","USA",214978.89,23.70,228.73,1.60%,1228761
1091,"UNM","Unum Group","Financial","Accident & Health Insurance","USA",11710.47,11.88,51.89,-0.17%,1082103
1092,"UNP","Union Pacific Corporation","Services","Railroads","USA",102965.75,22.21,133.60,0.83%,1198004
1093,"UNT","Unit Corporation","Basic Materials","Oil & Gas Drilling & Exploration","USA",1064.50,34.09,22.00,9.02%,235163
1094,"UPS","United Parcel Service, Inc.","Services","Air Delivery & Freight Services","USA",91842.84,18.66,105.69,0.95%,1595991
1095,"UQM","UQM Technologies, Inc.","Consumer Goods","Auto Parts","USA",69.69,,1.35,1.50%,37165
1096,"URI","United Rentals, Inc.","Services","Rental & Leasing Services","USA",14549.79,10.95,175.78,2.26%,654124
1097,"USB","U.S. Bancorp","Financial","Regional - Midwest Banks","USA",92127.20,15.68,55.29,0.34%,2114690
1098,"USG","USG Corporation","Industrial Goods","General Building Materials","USA",4667.06,20.04,33.85,1.47%,209331
1099,"USM","United States Cellular Corporation","Technology","Wireless Communications","USA",2809.21,,33.14,-0.54%,32927
1100,"USNA","USANA Health Sciences, Inc.","Healthcare","Drug Related Products","USA",1818.79,30.34,77.15,1.38%,27114
1101,"USPH","U.S. Physical Therapy, Inc.","Healthcare","Specialized Health Services","USA",963.41,55.72,78.04,1.42%,16563
1102,"UTI","Universal Technical Institute, Inc.","Services","Education & Training Services","USA",64.32,,2.60,-0.76%,818
1103,"UTL","Unitil Corporation","Utilities","Diversified Utilities","USA",620.59,20.73,43.31,1.26%,18955
1104,"UTX","United Technologies Corporation","Industrial Goods","Aerospace/Defense Products & Services","USA",103971.57,19.70,133.90,3.59%,4306000
1105,"UVE","Universal Insurance Holdings, Inc.","Financial","Property & Casualty Insurance","USA",1065.49,13.29,31.35,0.80%,143665
1106,"UVV","Universal Corporation","Consumer Goods","Tobacco Products, Other","USA",1231.07,,50.10,1.01%,117508
1107,"UWN","Nevada Gold & Casinos, Inc.","Services","Resorts & Casinos","USA",41.77,35.22,2.35,-3.29%,4232
1108,"VAR","Varian Medical Systems, Inc.","Healthcare","Medical Appliances & Equipment","USA",11041.15,86.49,121.27,0.95%,145895
1109,"VFC","V.F. Corporation","Consumer Goods","Textile - Apparel Clothing","USA",33106.31,30.93,74.62,0.16%,1148476
1110,"VG","Vonage Holdings Corp.","Technology","Diversified Communication Services","USA",2293.56,113.98,10.20,1.69%,1563060
1111,"VGR","Vector Group Ltd.","Consumer Goods","Cigarettes","USA",2721.03,62.48,20.24,0.60%,201731
1112,"VGZ","Vista Gold Corp.","Basic Materials","Gold","USA",78.74,,0.77,1.79%,16019
1113,"VHC","VirnetX Holding Corp","Technology","Internet Software & Services","USA",202.82,,3.98,10.69%,794235
1114,"VHI","Valhi, Inc.","Basic Materials","Chemicals - Major Diversified","USA",1939.74,25.71,5.78,0.35%,32736
1115,"VISI","Volt Information Sciences, Inc.","Services","Staffing & Outsourcing Services","USA",91.44,3.23,4.30,-1.15%,13275
1116,"VLO","Valero Energy Corporation","Basic Materials","Oil & Gas Refining & Marketing","USA",39630.95,19.71,92.64,1.99%,1350601
1117,"VLY","Valley National Bancorp","Financial","Regional - Northeast Banks","USA",4189.31,22.19,12.80,-0.54%,912035
1118,"VMC","Vulcan Materials Company","Industrial Goods","General Building Materials","USA",17023.36,41.62,122.26,0.18%,736412
1119,"VMI","Valmont Industries, Inc.","Industrial Goods","Metal Fabrication","USA",3533.33,18.69,151.35,-3.32%,74330
1120,"VMW","VMware, Inc.","Technology","Technical & System Software","USA",49191.98,35.17,124.72,1.45%,759682
1121,"VNO","Vornado Realty Trust","Financial","REIT - Diversified","USA",12285.06,70.78,66.93,2.67%,436688
1122,"VSH","Vishay Intertechnology, Inc.","Technology","Semiconductor - Broad Line","USA",2591.82,61.32,18.27,0.69%,341379
1123,"VST","Vistra Energy Corp.","Utilities","Electric Utilities","USA",7939.23,0.34,18.81,0.72%,1299322
1124,"VTR","Ventas, Inc.","Financial","REIT - Healthcare Facilities","USA",17563.76,29.35,50.17,1.68%,821748
1125,"VVC","Vectren Corporation","Utilities","Diversified Utilities","USA",5101.18,22.71,62.39,1.51%,133527
1126,"VVI","Viad Corp","Services","Business Services","USA",1065.30,18.66,53.25,0.47%,45262
1127,"VZ","Verizon Communications Inc.","Technology","Telecom Services - Domestic","USA",195868.64,14.70,48.32,0.75%,9826945
1128,"WAB","Westinghouse Air Brake Technologies Corporation","Services","Railroads","USA",7576.48,31.02,83.69,2.39%,559691
1129,"WAL","Western Alliance Bancorporation","Financial","Regional - Pacific Banks","USA",6235.43,19.33,59.79,-0.20%,315365
1130,"WAT","Waters Corporation","Healthcare","Medical Instruments & Supplies","USA",16299.60,1103.95,207.04,1.38%,196336
1131,"WBC","WABCO Holdings Inc.","Consumer Goods","Auto Parts","USA",7943.74,25.74,143.02,0.50%,165220
1132,"WBS","Webster Financial Corporation","Financial","Regional - Northeast Banks","USA",5320.22,23.20,57.43,-0.55%,312110
1133,"WCC","WESCO International, Inc.","Services","Industrial Equipment Wholesale","USA",3014.97,18.92,65.75,2.02%,127011
1134,"WCG","WellCare Health Plans, Inc.","Healthcare","Health Care Plans","USA",8618.92,23.30,194.06,0.22%,180303
1135,"WCN","Waste Connections, Inc.","Industrial Goods","Waste Management","USA",18623.13,32.26,71.25,1.32%,652204
1136,"WDR","Waddell & Reed Financial, Inc.","Financial","Asset Management","USA",1703.13,12.93,20.95,0.82%,347178
1137,"WEC","WEC Energy Group, Inc.","Utilities","Electric Utilities","USA",18973.87,15.85,60.79,1.11%,633680
1138,"WEX","WEX Inc.","Services","Business Services","USA",6593.24,77.54,154.96,0.43%,182399
1139,"WFC","Wells Fargo & Company","Financial","Money Center Banks","USA",294469.50,17.31,59.80,0.12%,5672554
1140,"WG","Willbros Group, Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",61.32,,0.99,2.52%,70658
1141,"WGL","WGL Holdings, Inc.","Utilities","Gas Utilities","USA",4240.48,19.34,83.42,1.02%,90967
1142,"WGO","Winnebago Industries, Inc.","Consumer Goods","Recreational Vehicles","USA",1365.79,16.91,40.80,-1.33%,534554
1143,"WHG","Westwood Holdings Group, Inc.","Financial","Asset Management","USA",516.62,24.09,57.04,-0.85%,8098
1144,"WHR","Whirlpool Corporation","Consumer Goods","Appliances","USA",12228.97,16.01,167.28,0.60%,238382
1145,"WLK","Westlake Chemical Corporation","Basic Materials","Specialty Chemicals","USA",14332.61,23.55,111.11,2.42%,352503
1146,"WLL","Whiting Petroleum Corporation","Basic Materials","Oil & Gas Drilling & Exploration","USA",2076.89,,28.53,26.41%,11661180
1147,"WM","Waste Management, Inc.","Industrial Goods","Waste Management","USA",36520.29,14.54,84.92,0.99%,907421
1148,"WMB","The Williams Companies, Inc.","Basic Materials","Oil & Gas Pipelines","USA",24537.36,50.30,29.08,1.59%,1548077
1149,"WMK","Weis Markets, Inc.","Services","Grocery Stores","USA",1010.63,13.64,38.38,-0.31%,26131
1150,"WMT","Walmart Inc.","Services","Discount, Variety Stores","USA",267106.60,24.33,92.90,1.51%,12091888
1151,"WNC","Wabash National Corporation","Consumer Goods","Trucks & Other Vehicles","USA",1436.27,13.59,24.21,-0.33%,180165
1152,"WOR","Worthington Industries, Inc.","Basic Materials","Steel & Iron","USA",2787.08,16.69,46.25,0.96%,81213
1153,"WP","Worldpay, Inc.","Services","Business Services","USA",23461.13,52.49,76.37,1.11%,1343237
1154,"WPC","W. P. Carey Inc.","Financial","REIT - Diversified","USA",6303.63,25.82,60.49,1.62%,118486
1155,"WR","Westar Energy, Inc.","Utilities","Diversified Utilities","USA",6945.61,20.31,49.50,1.16%,213808
1156,"WRB","W. R. Berkley Corporation","Financial","Property & Casualty Insurance","USA",8410.19,16.19,69.68,0.78%,87822
1157,"WRE","Washington Real Estate Investment Trust","Financial","REIT - Office","USA",2028.47,87.14,26.25,1.43%,97937
1158,"WRI","Weingarten Realty Investors","Financial","REIT - Retail","USA",3388.86,16.59,27.48,1.22%,631574
1159,"WSM","Williams-Sonoma, Inc.","Services","Home Furnishing Stores","USA",4408.72,14.91,52.51,-0.19%,701213
1160,"WSO","Watsco, Inc.","Services","Electronics Wholesale","USA",5993.40,29.05,167.56,0.14%,52907
1161,"WST","West Pharmaceutical Services, Inc.","Healthcare","Medical Instruments & Supplies","USA",6533.37,32.99,86.84,-0.30%,200248
1162,"WTI","W&T Offshore, Inc.","Basic Materials","Oil & Gas Drilling & Exploration","USA",522.42,7.22,4.01,4.84%,1567669
1163,"WTR","Aqua America, Inc.","Utilities","Water Utilities","USA",6056.43,25.71,34.30,0.62%,112907
1164,"WTS","Watts Water Technologies, Inc.","Industrial Goods","Industrial Equipment & Components","USA",2634.94,36.30,78.70,2.21%,34653
1165,"WTT","Wireless Telecom Group, Inc.","Technology","Communication Equipment","USA",49.50,,2.12,-0.93%,22198
1166,"WTW","Weight Watchers International, Inc.","Services","Personal Services","USA",4575.18,42.68,71.40,-0.42%,470882
1167,"WU","The Western Union Company","Financial","Credit Services","USA",9297.65,36.07,20.28,0.95%,1294244
1168,"WWE","World Wrestling Entertainment, Inc.","Services","Entertainment - Diversified","USA",2734.39,85.41,36.20,1.89%,303794
1169,"WWW","Wolverine World Wide, Inc.","Consumer Goods","Textile - Apparel Footwear & Accessories","USA",2850.96,49.68,30.77,4.27%,804515
1170,"WY","Weyerhaeuser Company","Industrial Goods","Lumber, Wood Production","USA",26066.18,41.53,35.15,1.12%,1658519
1171,"WYN","Wyndham Worldwide Corporation","Services","Lodging","USA",12428.12,15.17,120.83,-0.24%,397610
1172,"WYY","WidePoint Corporation","Technology","Information Technology Services","USA",37.90,,0.49,1.83%,36795
1173,"X","United States Steel Corporation","Basic Materials","Steel & Iron","USA",7500.63,19.66,43.33,1.10%,8083547
1174,"XEC","Cimarex Energy Co.","Basic Materials","Independent Oil & Gas","USA",9064.94,21.52,96.83,1.79%,803115
1175,"XOM","Exxon Mobil Corporation","Basic Materials","Major Integrated Oil & Gas","USA",319855.19,16.19,76.59,2.28%,6257961
1176,"XOXO","XO Group Inc.","Services","Specialty Retail, Other","USA",494.28,57.26,19.43,0.99%,47105
1177,"XPL","Solitario Zinc Corp.","Basic Materials","Gold","USA",29.40,,0.50,-0.10%,48832
1178,"XPO","XPO Logistics, Inc.","Services","Air Delivery & Freight Services","USA",11338.01,39.06,92.50,-1.59%,538509
1179,"XRM","Xerium Technologies, Inc.","Industrial Goods","Diversified Machinery","USA",95.98,,5.81,0.00%,58800
1180,"XRX","Xerox Corporation","Technology","Information Technology Services","USA",7721.68,46.60,30.42,0.13%,844087
1181,"Y","Alleghany Corporation","Financial","Property & Casualty Insurance","USA",9012.20,1457.49,615.80,4.07%,30764
1182,"YUM","Yum! Brands, Inc.","Services","Restaurants","USA",26462.40,20.51,78.42,0.78%,715339
1183,"YUMA","Yuma Energy, Inc.","Basic Materials","Independent Oil & Gas","USA",25.66,,1.15,2.69%,159006
1184,"ZBH","Zimmer Biomet Holdings, Inc.","Healthcare","Medical Appliances & Equipment","USA",24008.96,13.15,119.05,0.31%,308507
